c_charge_degree,race,age_cat,sex,priors_count,days_b_screening_arrest,decile_score,result
F,African-American,25-45,Male,1,0.0,6,1
F,Other,Lessthan25,Male,3,-1.0,2,1
F,African-American,25-45,Male,7,-23.0,4,1
F,African-American,Lessthan25,Male,2,-1.0,4,1
F,Caucasian,25-45,Male,0,0.0,2,0
M,Hispanic,25-45,Male,0,-7.0,1,0
M,African-American,Lessthan25,Male,2,-1.0,7,1
F,African-American,Lessthan25,Male,0,-1.0,9,1
F,Caucasian,25-45,Male,15,-1.0,9,1
M,African-American,25-45,Male,2,0.0,2,1
F,African-American,25-45,Male,10,0.0,9,1
M,Caucasian,25-45,Male,0,-2.0,3,0
F,Caucasian,Greaterthan45,Male,8,-1.0,3,0
F,African-American,25-45,Male,14,-1.0,8,1
F,African-American,25-45,Male,13,-1.0,8,1
F,African-American,25-45,Male,9,-1.0,7,1
M,African-American,25-45,Male,0,-1.0,1,0
M,Hispanic,Lessthan25,Male,1,-1.0,5,1
F,African-American,Greaterthan45,Male,1,-1.0,1,0
F,African-American,25-45,Male,4,-1.0,8,0
F,Caucasian,25-45,Male,1,-1.0,7,1
M,Caucasian,25-45,Female,0,-5.0,3,0
M,African-American,Lessthan25,Male,3,-1.0,7,0
F,African-American,25-45,Male,6,0.0,9,1
M,Caucasian,25-45,Male,0,-1.0,1,0
F,African-American,Lessthan25,Male,3,0.0,6,1
F,African-American,Lessthan25,Male,0,-1.0,5,0
M,Caucasian,25-45,Male,0,-1.0,4,0
M,African-American,25-45,Male,18,-1.0,10,0
F,African-American,25-45,Male,1,-1.0,9,0
F,Caucasian,25-45,Male,2,0.0,4,1
M,Caucasian,25-45,Male,3,-4.0,4,0
M,African-American,Greaterthan45,Male,5,0.0,7,0
M,Other,25-45,Male,0,0.0,1,0
M,Hispanic,Greaterthan45,Male,0,-2.0,1,0
F,African-American,Lessthan25,Male,0,0.0,3,1
F,African-American,25-45,Male,7,-1.0,5,1
M,African-American,25-45,Male,1,-1.0,2,0
F,Caucasian,Lessthan25,Male,0,0.0,3,0
M,African-American,25-45,Male,10,-1.0,10,1
F,African-American,25-45,Male,0,-3.0,2,0
F,African-American,25-45,Male,2,0.0,2,0
F,African-American,25-45,Male,8,0.0,8,1
F,African-American,25-45,Male,1,-23.0,3,1
M,Caucasian,Greaterthan45,Male,0,-3.0,1,0
F,African-American,25-45,Male,1,-1.0,4,0
F,Caucasian,Lessthan25,Male,0,0.0,5,1
F,African-American,25-45,Male,1,-2.0,1,0
M,African-American,Lessthan25,Female,6,-1.0,6,0
F,Caucasian,25-45,Male,0,-7.0,1,0
F,Caucasian,25-45,Male,1,-1.0,3,0
F,African-American,25-45,Male,0,-1.0,4,0
F,African-American,Lessthan25,Male,0,-1.0,3,0
F,Caucasian,Lessthan25,Male,0,-1.0,4,0
M,African-American,25-45,Male,1,0.0,2,0
M,Caucasian,Greaterthan45,Male,9,0.0,5,0
M,African-American,25-45,Male,2,0.0,7,0
F,African-American,25-45,Male,0,0.0,5,1
M,African-American,25-45,Male,1,-1.0,1,0
F,Caucasian,25-45,Male,0,-1.0,4,0
F,Caucasian,Lessthan25,Male,1,-1.0,2,1
M,Hispanic,25-45,Male,3,-1.0,5,0
M,African-American,25-45,Male,4,-1.0,3,1
M,Caucasian,Greaterthan45,Male,3,0.0,1,1
F,NativeAmerican,25-45,Male,0,-1.0,2,0
F,African-American,Greaterthan45,Male,0,-1.0,1,0
F,African-American,Greaterthan45,Male,8,-1.0,5,1
M,African-American,25-45,Male,5,-1.0,5,0
F,African-American,25-45,Male,9,-28.0,8,0
F,African-American,Greaterthan45,Male,5,-1.0,9,1
F,Caucasian,25-45,Female,0,-1.0,4,0
M,African-American,Greaterthan45,Male,5,-1.0,3,0
F,Caucasian,Greaterthan45,Male,0,-1.0,1,1
F,Caucasian,Greaterthan45,Male,2,-11.0,1,0
M,Caucasian,Greaterthan45,Male,0,-1.0,1,0
F,African-American,Greaterthan45,Male,4,-2.0,3,1
F,African-American,25-45,Female,0,0.0,1,0
F,Hispanic,Lessthan25,Male,2,-21.0,8,1
F,Other,Lessthan25,Male,0,-1.0,4,0
F,African-American,25-45,Male,21,-1.0,9,1
M,Hispanic,Lessthan25,Female,0,0.0,4,0
F,African-American,25-45,Male,1,0.0,4,0
F,African-American,25-45,Male,8,-1.0,8,1
F,African-American,Lessthan25,Male,1,-1.0,6,0
M,Caucasian,Greaterthan45,Male,0,0.0,1,0
F,African-American,Lessthan25,Male,1,0.0,7,1
M,Caucasian,Greaterthan45,Male,1,-1.0,1,1
M,Caucasian,Greaterthan45,Male,0,0.0,2,1
F,African-American,Greaterthan45,Male,2,-1.0,9,0
F,African-American,25-45,Female,11,-1.0,8,1
M,African-American,25-45,Male,4,-1.0,5,0
F,African-American,25-45,Male,14,-1.0,9,1
F,African-American,25-45,Male,2,-1.0,5,0
F,African-American,Greaterthan45,Male,5,-1.0,1,1
F,African-American,25-45,Male,0,0.0,10,1
F,Caucasian,25-45,Male,7,-1.0,10,1
F,African-American,25-45,Male,8,-1.0,4,0
F,Other,25-45,Male,5,-1.0,6,0
M,African-American,25-45,Female,1,-1.0,1,0
F,Caucasian,25-45,Male,4,-1.0,4,0
M,African-American,25-45,Female,0,-1.0,1,0
F,Hispanic,Lessthan25,Male,1,-1.0,5,0
F,Caucasian,25-45,Male,1,-1.0,1,1
F,African-American,Greaterthan45,Male,1,-22.0,1,0
M,Caucasian,25-45,Male,0,-1.0,3,1
M,African-American,25-45,Female,4,-1.0,1,0
F,African-American,25-45,Male,4,-1.0,4,0
M,African-American,Greaterthan45,Male,0,-1.0,1,0
M,African-American,25-45,Male,2,-1.0,2,0
F,African-American,Greaterthan45,Male,5,-13.0,2,0
F,African-American,25-45,Male,0,0.0,3,0
F,African-American,25-45,Male,4,-1.0,7,1
M,African-American,25-45,Male,0,0.0,5,0
M,Caucasian,25-45,Male,1,-1.0,1,0
F,African-American,25-45,Female,1,-10.0,4,0
M,African-American,25-45,Male,13,-1.0,10,1
F,African-American,25-45,Male,9,-1.0,7,0
F,Caucasian,25-45,Male,1,-1.0,2,0
F,Caucasian,25-45,Male,0,-1.0,1,0
M,Caucasian,25-45,Female,1,-1.0,2,0
F,African-American,25-45,Male,3,-1.0,2,0
M,African-American,Greaterthan45,Female,7,-1.0,4,0
F,African-American,Lessthan25,Male,0,-1.0,5,0
F,Hispanic,25-45,Male,16,0.0,10,1
F,African-American,25-45,Male,2,-1.0,7,1
M,African-American,Lessthan25,Female,0,-1.0,4,0
F,African-American,25-45,Male,1,0.0,6,0
F,Caucasian,Lessthan25,Female,1,-1.0,5,0
M,African-American,25-45,Male,13,-1.0,10,1
F,African-American,Greaterthan45,Male,0,-1.0,1,0
F,African-American,25-45,Male,2,-1.0,2,0
M,Other,25-45,Female,0,-1.0,1,0
M,Caucasian,Greaterthan45,Male,0,0.0,1,0
M,Caucasian,Lessthan25,Male,0,-1.0,4,1
F,African-American,25-45,Male,0,-1.0,8,0
F,Hispanic,25-45,Male,2,-1.0,3,1
F,Asian,25-45,Male,2,-1.0,8,1
F,African-American,Lessthan25,Male,1,-1.0,10,1
F,African-American,Lessthan25,Male,3,-1.0,6,1
M,African-American,25-45,Male,2,0.0,4,0
F,Hispanic,Lessthan25,Male,0,0.0,4,1
M,Caucasian,Greaterthan45,Male,2,-1.0,4,0
F,African-American,Greaterthan45,Male,1,-1.0,2,0
F,Hispanic,25-45,Male,8,-1.0,5,1
F,Hispanic,25-45,Male,5,-1.0,3,1
M,African-American,Lessthan25,Male,1,-1.0,4,1
M,Caucasian,25-45,Female,0,-1.0,1,0
M,Caucasian,Greaterthan45,Male,2,-1.0,8,0
F,African-American,25-45,Male,11,-1.0,6,1
F,Hispanic,25-45,Male,0,-1.0,7,0
F,African-American,25-45,Male,7,-1.0,5,1
F,Hispanic,25-45,Male,0,-1.0,3,1
F,Caucasian,25-45,Female,7,-21.0,8,0
F,Caucasian,25-45,Male,0,0.0,3,0
F,Other,25-45,Male,3,-1.0,7,0
F,Other,25-45,Male,4,-30.0,2,1
F,Caucasian,Greaterthan45,Male,4,-11.0,1,0
F,Caucasian,Lessthan25,Male,0,-1.0,4,0
F,African-American,25-45,Male,1,0.0,9,0
F,Caucasian,25-45,Male,0,-1.0,2,0
F,African-American,Lessthan25,Male,1,-1.0,6,1
F,Hispanic,25-45,Male,0,0.0,1,0
M,Caucasian,25-45,Male,7,-1.0,7,1
M,Caucasian,25-45,Male,0,0.0,3,0
F,African-American,25-45,Male,13,0.0,6,1
F,Caucasian,25-45,Male,2,-1.0,5,1
F,Caucasian,Lessthan25,Male,0,-1.0,2,1
F,African-American,25-45,Male,4,-1.0,10,1
M,Caucasian,Greaterthan45,Male,0,-1.0,1,0
M,African-American,25-45,Female,0,-1.0,8,1
F,Other,Lessthan25,Male,0,-1.0,5,1
M,Caucasian,Greaterthan45,Male,1,-1.0,1,1
F,African-American,25-45,Male,4,-1.0,5,0
F,Caucasian,Lessthan25,Male,5,-2.0,8,1
F,Caucasian,Lessthan25,Male,0,-1.0,7,1
F,African-American,25-45,Male,2,-1.0,5,0
F,African-American,25-45,Male,1,-1.0,4,1
F,Other,Greaterthan45,Male,2,-1.0,1,0
F,African-American,Lessthan25,Male,0,0.0,3,0
F,African-American,25-45,Male,4,0.0,4,0
M,Caucasian,25-45,Male,0,-3.0,1,0
M,Other,25-45,Female,0,-1.0,2,0
F,Other,Lessthan25,Male,0,-1.0,6,0
F,African-American,25-45,Male,1,0.0,1,1
F,Caucasian,Lessthan25,Female,0,-1.0,8,0
M,Caucasian,Greaterthan45,Male,2,-1.0,1,0
F,African-American,25-45,Male,9,-5.0,6,0
M,Other,Greaterthan45,Male,0,-1.0,1,0
M,African-American,25-45,Female,0,0.0,2,0
F,African-American,Lessthan25,Male,3,-1.0,6,0
F,African-American,25-45,Male,0,-1.0,7,1
M,Hispanic,25-45,Female,3,-1.0,3,1
M,Caucasian,Greaterthan45,Male,0,-1.0,1,0
F,Caucasian,25-45,Male,0,-1.0,2,0
M,Other,25-45,Male,0,-1.0,4,0
F,Caucasian,Greaterthan45,Male,9,-1.0,9,1
F,African-American,Lessthan25,Male,0,-1.0,9,1
F,African-American,25-45,Male,4,-1.0,8,0
F,Caucasian,25-45,Male,1,-1.0,6,1
F,Caucasian,25-45,Male,2,-1.0,5,0
F,African-American,Greaterthan45,Female,4,-1.0,4,0
F,African-American,Greaterthan45,Female,0,-1.0,1,0
F,African-American,25-45,Male,12,-1.0,10,1
M,Caucasian,25-45,Male,0,0.0,1,0
F,African-American,25-45,Female,5,-1.0,7,0
F,African-American,Lessthan25,Male,2,-1.0,7,0
M,Caucasian,25-45,Male,0,-1.0,3,0
F,Caucasian,25-45,Male,1,-1.0,6,0
F,Caucasian,Greaterthan45,Male,11,-13.0,1,1
F,Caucasian,Greaterthan45,Male,2,-1.0,1,0
M,African-American,Greaterthan45,Male,4,-26.0,2,0
F,NativeAmerican,Greaterthan45,Female,15,-1.0,10,1
F,African-American,Greaterthan45,Male,21,0.0,6,1
F,Caucasian,Greaterthan45,Female,1,-1.0,1,0
F,Caucasian,Greaterthan45,Female,0,0.0,1,0
M,African-American,25-45,Male,0,0.0,2,0
M,Caucasian,25-45,Male,5,-3.0,7,1
F,African-American,Lessthan25,Male,1,0.0,10,1
F,African-American,25-45,Male,26,-1.0,10,1
F,African-American,Lessthan25,Male,1,-1.0,9,1
F,African-American,Lessthan25,Male,0,-2.0,6,0
F,African-American,25-45,Male,4,0.0,10,1
F,African-American,25-45,Female,3,-1.0,5,1
F,Caucasian,25-45,Male,3,-1.0,4,1
M,Caucasian,Greaterthan45,Male,0,-1.0,1,0
F,Caucasian,25-45,Male,11,-1.0,9,1
F,African-American,Greaterthan45,Male,5,0.0,5,1
M,Other,25-45,Male,4,-1.0,1,1
F,African-American,25-45,Male,18,-1.0,4,1
F,African-American,25-45,Male,15,0.0,6,0
F,African-American,25-45,Male,0,0.0,4,0
M,African-American,25-45,Male,8,0.0,2,1
F,Hispanic,25-45,Male,3,-21.0,4,0
F,Caucasian,25-45,Female,0,-4.0,3,0
M,Other,Lessthan25,Female,0,0.0,5,1
M,Hispanic,25-45,Male,0,0.0,1,0
M,Caucasian,25-45,Male,6,-1.0,5,0
F,African-American,25-45,Male,3,-1.0,2,1
M,African-American,25-45,Female,0,-1.0,2,0
F,Caucasian,25-45,Female,2,-25.0,5,1
F,African-American,25-45,Male,3,-1.0,2,0
M,Caucasian,25-45,Male,1,0.0,3,0
F,Caucasian,25-45,Male,5,-1.0,5,1
M,Hispanic,25-45,Male,1,0.0,3,0
M,Caucasian,Greaterthan45,Male,1,-1.0,1,0
F,Caucasian,25-45,Male,2,-1.0,4,0
M,Caucasian,Greaterthan45,Male,0,-1.0,1,0
M,Caucasian,25-45,Female,4,8.0,8,1
F,Caucasian,Greaterthan45,Male,9,-1.0,6,0
F,Caucasian,25-45,Female,0,-1.0,2,0
F,Caucasian,Lessthan25,Male,0,-1.0,4,0
F,African-American,Lessthan25,Male,0,-1.0,4,1
M,African-American,25-45,Male,4,-1.0,8,1
M,Caucasian,Greaterthan45,Male,0,0.0,1,0
F,African-American,25-45,Male,4,-1.0,10,0
M,Caucasian,25-45,Male,0,-5.0,4,1
F,African-American,25-45,Male,3,0.0,10,1
F,African-American,Greaterthan45,Male,1,-17.0,1,0
F,Caucasian,25-45,Male,3,-1.0,1,1
M,Hispanic,25-45,Female,0,-1.0,3,1
F,African-American,25-45,Male,14,-1.0,8,1
M,African-American,Lessthan25,Male,0,-2.0,6,0
F,Caucasian,Greaterthan45,Male,0,-1.0,1,0
M,African-American,25-45,Male,37,-1.0,7,1
F,African-American,Lessthan25,Male,2,0.0,6,0
M,African-American,25-45,Male,0,0.0,1,1
F,African-American,25-45,Male,2,0.0,7,1
F,Caucasian,25-45,Female,2,-1.0,3,0
F,African-American,25-45,Female,7,-1.0,3,1
M,African-American,25-45,Male,0,-1.0,3,1
F,African-American,25-45,Male,1,-14.0,1,0
F,African-American,25-45,Female,3,-1.0,4,1
F,African-American,25-45,Male,1,0.0,2,1
F,African-American,25-45,Male,0,-1.0,4,0
F,African-American,25-45,Male,1,-1.0,1,0
F,African-American,25-45,Male,15,-1.0,9,1
F,African-American,Greaterthan45,Male,6,-1.0,7,1
F,African-American,Lessthan25,Male,17,-1.0,9,1
F,Hispanic,25-45,Male,0,-3.0,1,1
F,African-American,Lessthan25,Male,1,-1.0,9,1
F,Hispanic,25-45,Female,1,-1.0,2,1
F,African-American,Lessthan25,Male,0,-1.0,3,0
F,Hispanic,Greaterthan45,Male,9,-1.0,7,1
F,Other,25-45,Female,0,-1.0,1,0
F,African-American,Greaterthan45,Female,1,-1.0,4,0
M,African-American,25-45,Male,1,0.0,2,1
F,African-American,Greaterthan45,Male,10,-1.0,5,1
F,Caucasian,Lessthan25,Male,1,-1.0,8,0
F,Caucasian,25-45,Male,6,-10.0,5,1
M,African-American,Greaterthan45,Male,1,1.0,1,1
M,Caucasian,Greaterthan45,Male,0,0.0,1,0
M,African-American,25-45,Female,9,-1.0,8,1
M,Caucasian,Greaterthan45,Male,0,-1.0,1,0
F,African-American,25-45,Male,10,-8.0,6,1
F,Caucasian,Lessthan25,Male,3,-1.0,8,1
F,Other,25-45,Male,0,0.0,1,1
M,African-American,Greaterthan45,Male,0,-1.0,5,0
F,African-American,Lessthan25,Male,3,-1.0,10,1
F,African-American,25-45,Male,13,-1.0,10,0
M,African-American,Greaterthan45,Male,3,-22.0,1,1
F,African-American,25-45,Male,5,-1.0,4,1
F,African-American,Greaterthan45,Male,2,-5.0,1,0
M,Caucasian,Lessthan25,Male,0,-1.0,8,1
M,Caucasian,Greaterthan45,Male,1,-2.0,1,0
F,Caucasian,Lessthan25,Female,0,-1.0,3,1
M,African-American,Lessthan25,Male,0,-1.0,6,0
F,African-American,Greaterthan45,Male,1,-1.0,3,0
F,Caucasian,25-45,Female,0,-1.0,2,0
M,Caucasian,25-45,Male,0,-1.0,2,0
F,Caucasian,25-45,Male,0,0.0,4,1
F,African-American,25-45,Male,2,0.0,5,1
F,Caucasian,25-45,Male,3,-1.0,3,0
M,African-American,25-45,Male,3,-1.0,2,1
F,African-American,25-45,Male,7,-1.0,5,1
F,African-American,25-45,Male,1,0.0,2,0
F,Caucasian,25-45,Male,0,0.0,5,1
F,Caucasian,25-45,Female,2,-29.0,2,0
F,Hispanic,Lessthan25,Male,6,-1.0,10,1
F,African-American,25-45,Male,21,-14.0,10,1
M,Caucasian,25-45,Female,0,-1.0,1,0
F,African-American,Lessthan25,Male,0,-1.0,6,1
M,African-American,25-45,Female,0,0.0,2,0
F,African-American,25-45,Male,25,18.0,10,1
F,Caucasian,Lessthan25,Female,0,-1.0,6,0
M,Caucasian,25-45,Male,0,0.0,6,1
F,Caucasian,25-45,Male,0,-1.0,1,0
F,Caucasian,Greaterthan45,Male,0,-1.0,7,1
F,Caucasian,25-45,Male,0,-1.0,2,1
M,Caucasian,25-45,Male,1,-25.0,3,0
F,African-American,25-45,Female,12,-2.0,7,1
F,African-American,25-45,Male,3,-1.0,1,0
F,African-American,Greaterthan45,Male,15,-1.0,3,1
F,African-American,25-45,Male,9,-1.0,3,1
F,African-American,25-45,Female,1,-1.0,3,0
M,African-American,Lessthan25,Male,1,0.0,8,0
F,African-American,Greaterthan45,Male,1,-1.0,1,0
M,Caucasian,25-45,Male,1,-1.0,2,0
F,African-American,Lessthan25,Male,3,-3.0,6,1
M,Caucasian,25-45,Male,1,-1.0,1,1
F,Caucasian,25-45,Male,1,-3.0,3,0
F,Caucasian,Lessthan25,Male,1,-1.0,5,1
F,Other,Greaterthan45,Male,2,-1.0,1,0
F,African-American,Lessthan25,Male,1,-1.0,2,1
F,Caucasian,25-45,Male,5,-1.0,5,0
M,African-American,25-45,Male,6,-1.0,8,1
M,African-American,Greaterthan45,Male,1,-1.0,2,0
M,African-American,25-45,Female,2,-14.0,4,1
M,Caucasian,25-45,Male,0,-1.0,1,0
F,African-American,Greaterthan45,Male,22,-1.0,7,1
F,African-American,25-45,Male,4,-1.0,2,1
F,Caucasian,25-45,Male,2,-4.0,1,0
F,African-American,Lessthan25,Female,1,-1.0,9,0
M,Hispanic,25-45,Male,0,-1.0,2,0
F,African-American,Lessthan25,Male,3,0.0,7,0
F,African-American,25-45,Male,2,-1.0,2,0
F,African-American,25-45,Male,7,-1.0,4,1
F,African-American,25-45,Female,14,0.0,10,1
M,Caucasian,25-45,Male,2,0.0,6,0
F,African-American,Lessthan25,Male,6,0.0,10,1
F,Hispanic,25-45,Male,1,-1.0,1,1
M,African-American,25-45,Male,2,-29.0,4,0
F,Hispanic,Greaterthan45,Male,0,-1.0,1,0
F,African-American,Lessthan25,Female,0,-1.0,5,0
F,Caucasian,Lessthan25,Male,0,0.0,3,0
F,African-American,25-45,Male,5,-1.0,7,1
M,Caucasian,25-45,Male,4,0.0,1,0
F,Other,25-45,Male,1,-1.0,3,1
F,Hispanic,Greaterthan45,Male,1,-1.0,1,1
F,African-American,Lessthan25,Male,1,0.0,10,1
F,Caucasian,Greaterthan45,Male,1,-12.0,1,0
F,African-American,Lessthan25,Female,0,-1.0,3,0
F,Hispanic,25-45,Male,0,-5.0,1,0
F,Caucasian,25-45,Female,2,-1.0,3,0
F,Caucasian,25-45,Male,8,-1.0,10,1
F,Caucasian,25-45,Male,2,-1.0,2,0
F,Caucasian,25-45,Male,0,0.0,2,1
F,African-American,Lessthan25,Male,1,-1.0,2,0
F,African-American,25-45,Male,3,0.0,5,0
F,Caucasian,Lessthan25,Male,0,-4.0,2,0
F,Caucasian,Lessthan25,Male,0,-1.0,6,1
F,Caucasian,25-45,Female,4,-2.0,1,1
F,African-American,Lessthan25,Male,1,-1.0,2,1
F,Hispanic,Lessthan25,Male,0,0.0,2,0
F,African-American,Greaterthan45,Male,3,-1.0,4,0
F,African-American,25-45,Male,7,-1.0,7,1
F,African-American,Lessthan25,Male,1,-26.0,6,1
M,Caucasian,25-45,Male,0,0.0,3,0
F,Caucasian,Greaterthan45,Male,3,-1.0,1,0
F,Hispanic,25-45,Male,0,0.0,1,0
F,African-American,Greaterthan45,Male,0,-1.0,1,0
F,African-American,Greaterthan45,Male,17,-1.0,7,1
F,African-American,25-45,Male,8,-1.0,7,1
F,Caucasian,Lessthan25,Male,1,-1.0,9,0
M,Caucasian,25-45,Male,0,-1.0,1,1
M,Caucasian,25-45,Male,1,0.0,8,1
F,African-American,25-45,Male,1,-1.0,1,0
F,African-American,Lessthan25,Male,2,0.0,3,1
F,Caucasian,Greaterthan45,Male,4,-5.0,2,0
F,African-American,25-45,Male,4,0.0,3,0
M,Hispanic,25-45,Female,0,-1.0,3,1
M,Caucasian,25-45,Male,0,-1.0,5,0
M,Caucasian,Greaterthan45,Male,1,-1.0,1,1
F,Hispanic,25-45,Male,2,-10.0,3,0
F,Caucasian,Greaterthan45,Male,1,0.0,4,0
M,African-American,Greaterthan45,Male,1,-1.0,4,1
F,Caucasian,Greaterthan45,Male,0,0.0,1,0
M,Caucasian,Lessthan25,Male,3,-1.0,5,1
F,African-American,25-45,Male,1,-1.0,1,0
F,Hispanic,25-45,Male,1,-1.0,2,0
M,African-American,25-45,Female,10,15.0,7,1
M,African-American,25-45,Male,10,0.0,8,1
F,African-American,25-45,Male,6,0.0,6,1
F,African-American,25-45,Male,0,-1.0,1,0
F,Caucasian,Greaterthan45,Male,10,-1.0,6,0
F,African-American,25-45,Male,1,-1.0,9,1
F,African-American,Greaterthan45,Male,10,-1.0,7,1
M,African-American,25-45,Male,4,0.0,1,0
F,Caucasian,25-45,Male,10,-1.0,8,1
M,Caucasian,Greaterthan45,Female,0,-1.0,1,0
M,African-American,25-45,Male,3,-1.0,10,0
F,African-American,Lessthan25,Male,1,-1.0,7,1
F,Caucasian,Greaterthan45,Male,0,-1.0,7,0
M,Caucasian,25-45,Male,16,-1.0,7,0
F,African-American,Lessthan25,Male,4,-1.0,6,1
F,African-American,Lessthan25,Male,0,-1.0,7,1
F,Caucasian,Greaterthan45,Male,0,0.0,1,0
M,Caucasian,25-45,Female,0,0.0,1,0
F,Caucasian,25-45,Male,0,-1.0,3,0
F,African-American,Greaterthan45,Female,7,-1.0,6,0
M,African-American,25-45,Male,0,0.0,2,0
M,Caucasian,25-45,Male,0,-1.0,6,0
F,African-American,25-45,Male,3,-1.0,4,1
F,African-American,Lessthan25,Male,1,-1.0,6,1
M,Caucasian,25-45,Male,0,-1.0,1,0
F,Caucasian,25-45,Male,11,0.0,7,1
F,African-American,Lessthan25,Male,0,-1.0,3,0
F,African-American,Greaterthan45,Male,10,-1.0,6,1
F,African-American,25-45,Male,4,0.0,8,1
F,African-American,25-45,Male,1,-1.0,4,1
F,African-American,25-45,Male,0,-1.0,2,0
F,African-American,Greaterthan45,Male,1,-1.0,4,0
M,African-American,Lessthan25,Male,0,-1.0,9,0
M,African-American,25-45,Female,0,-1.0,4,0
M,Other,Greaterthan45,Male,0,0.0,1,0
F,Other,Greaterthan45,Male,2,-1.0,3,0
F,African-American,Greaterthan45,Male,16,-1.0,6,1
F,African-American,25-45,Male,4,-1.0,7,0
F,African-American,25-45,Male,8,-1.0,6,0
M,African-American,25-45,Female,0,-1.0,2,0
M,African-American,25-45,Male,1,0.0,5,0
M,Caucasian,25-45,Male,0,-1.0,1,0
F,Other,25-45,Male,0,-1.0,1,0
F,African-American,25-45,Female,0,-1.0,2,0
F,African-American,25-45,Male,9,0.0,6,1
F,African-American,Greaterthan45,Male,1,-22.0,5,0
F,Caucasian,25-45,Male,1,-1.0,2,0
M,Caucasian,Greaterthan45,Female,0,-6.0,3,1
F,African-American,Greaterthan45,Female,8,-1.0,9,0
F,African-American,25-45,Male,5,-1.0,7,1
F,African-American,Greaterthan45,Male,13,-1.0,1,1
M,Other,Lessthan25,Male,0,-1.0,9,1
F,African-American,25-45,Male,8,-1.0,2,1
M,African-American,Lessthan25,Male,0,0.0,2,0
F,African-American,Lessthan25,Male,1,-1.0,9,0
M,Caucasian,Greaterthan45,Male,0,-1.0,1,0
F,Caucasian,Greaterthan45,Male,0,-1.0,1,0
F,Caucasian,25-45,Male,1,0.0,2,0
F,African-American,Lessthan25,Male,1,0.0,4,1
F,Caucasian,Greaterthan45,Male,5,0.0,8,1
M,Caucasian,Greaterthan45,Male,0,0.0,1,0
F,Hispanic,25-45,Female,0,0.0,1,0
F,African-American,25-45,Female,1,-1.0,1,0
F,African-American,25-45,Female,0,-1.0,1,0
F,African-American,Lessthan25,Male,1,-1.0,7,1
F,Caucasian,25-45,Male,0,-1.0,2,1
F,African-American,25-45,Male,1,-1.0,6,1
M,Caucasian,Greaterthan45,Male,1,-1.0,1,0
F,African-American,Lessthan25,Male,2,-1.0,9,0
F,Caucasian,Greaterthan45,Male,33,-1.0,9,1
F,Caucasian,Greaterthan45,Female,1,-1.0,1,0
M,African-American,Lessthan25,Male,1,-1.0,7,1
F,African-American,Lessthan25,Male,4,-1.0,8,1
F,Hispanic,25-45,Female,0,0.0,1,0
M,Other,Greaterthan45,Male,0,0.0,1,0
F,African-American,25-45,Male,0,-1.0,1,0
F,Hispanic,Lessthan25,Male,0,-1.0,1,1
M,African-American,25-45,Male,1,-1.0,1,0
F,Caucasian,25-45,Male,4,-1.0,2,0
F,Caucasian,25-45,Female,0,0.0,2,0
F,Caucasian,25-45,Male,14,-1.0,9,0
M,Caucasian,Greaterthan45,Male,1,-1.0,1,0
F,African-American,25-45,Male,15,-1.0,5,0
F,African-American,Lessthan25,Male,1,-1.0,4,0
M,African-American,Greaterthan45,Male,1,0.0,1,0
F,Caucasian,25-45,Male,2,-1.0,6,1
M,Caucasian,25-45,Male,1,-1.0,6,0
F,African-American,25-45,Male,1,-1.0,8,1
M,African-American,25-45,Male,18,-1.0,10,1
F,African-American,Lessthan25,Male,1,-1.0,6,1
F,Caucasian,25-45,Male,1,-1.0,2,1
M,African-American,Greaterthan45,Male,3,0.0,2,0
F,African-American,25-45,Female,14,-1.0,8,0
F,African-American,25-45,Male,7,-1.0,5,1
F,African-American,25-45,Male,20,-1.0,9,1
F,Caucasian,25-45,Male,0,0.0,9,1
M,Caucasian,Lessthan25,Male,0,0.0,2,1
M,African-American,25-45,Female,1,0.0,1,0
M,Caucasian,Greaterthan45,Male,0,0.0,1,0
F,African-American,25-45,Male,5,-1.0,9,1
F,Caucasian,Lessthan25,Male,3,-1.0,5,1
M,Hispanic,Lessthan25,Male,0,-1.0,7,0
M,Caucasian,Greaterthan45,Male,0,0.0,1,0
M,Caucasian,25-45,Female,0,-1.0,1,0
M,Caucasian,25-45,Male,1,0.0,2,1
M,African-American,25-45,Male,1,-1.0,5,0
M,Caucasian,Lessthan25,Male,2,-18.0,3,0
F,African-American,25-45,Male,16,-1.0,10,1
F,Caucasian,25-45,Male,0,-7.0,1,0
M,Caucasian,Lessthan25,Male,1,-1.0,3,0
F,African-American,25-45,Male,1,-1.0,7,1
F,Caucasian,25-45,Male,0,-1.0,4,0
F,Caucasian,25-45,Male,0,-1.0,1,0
F,Caucasian,25-45,Male,1,-2.0,3,0
F,Caucasian,25-45,Male,1,23.0,4,1
F,African-American,Greaterthan45,Male,0,0.0,7,1
F,African-American,25-45,Male,7,-1.0,6,0
M,African-American,25-45,Male,0,-1.0,2,0
F,African-American,25-45,Male,8,-1.0,7,1
M,Caucasian,Greaterthan45,Male,0,0.0,1,0
M,African-American,Greaterthan45,Male,0,-1.0,1,1
M,African-American,25-45,Male,1,-1.0,1,0
F,Caucasian,25-45,Male,0,-1.0,2,1
M,Caucasian,25-45,Female,1,-1.0,5,1
M,Caucasian,25-45,Male,9,0.0,4,1
F,African-American,Greaterthan45,Male,2,-1.0,2,1
F,African-American,25-45,Male,1,-1.0,5,1
